label,name,c1,c2
0,MESH:D054198,-22.55013,3.1159186
0,MESH:D000230,14.2984085,21.062767
0,MESH:D002051,-17.70259,8.246702
0,MESH:D002277,-30.778034,13.590089
0,MESH:D006528,-20.345818,1.3326299
0,MESH:D002289,-31.023401,13.378727
0,MESH:D002971,3.6497731,19.282433
0,MESH:D002972,-21.400986,14.043471
0,MESH:D003110,-25.972939,2.608135
0,MESH:D015179,-8.539693,7.5434623
0,MESH:D016889,-21.93904,-12.051854
0,MESH:D005909,-29.366163,9.153303
0,MESH:D006394,-29.694082,-3.4997692
0,MESH:D015470,-18.377771,-3.5765557
0,MESH:D008113,34.829132,1.8421513
0,MESH:D008175,-22.53,3.6374443
0,MESH:D016403,-18.91247,-24.347033
0,MESH:D008527,-26.307665,2.033537
0,MESH:D009190,-25.803728,-4.804944
0,MESH:D009369,-3.3304296,9.12707
0,MESH:D009447,-22.555965,-0.29207733
0,MESH:D017599,4.137272,11.304635
0,MESH:D012516,-26.345753,6.0236745
0,MESH:D010051,-20.961761,5.4358983
0,MESH:D010190,-27.457712,1.3679553
0,MESH:D010673,-27.68663,-6.27535
0,MESH:D011471,-15.434707,-5.109488
0,MESH:D013274,-25.004002,10.325475
0,MESH:D001749,-31.284204,-8.052739
0,MESH:D002583,-21.531696,-5.7708597
0,MESH:D009396,-17.672121,-14.939196
0,MESH:D019969,-23.430195,4.1024365
0,MESH:D001008,-23.813742,4.3425183
0,MESH:D001506,-23.140081,7.2447853
0,MESH:D001927,-20.233097,-2.065142
0,MESH:D001943,-18.061892,-26.737106
0,MESH:D001651,-22.945076,10.818511
0,MESH:D019970,-28.694838,-1.1600537
0,MESH:D003924,-36.853954,-22.818554
0,MESH:D004715,-28.128368,12.353513
0,MESH:D004827,24.891447,-28.429981
0,MESH:D020936,-26.633623,20.46935
0,MESH:D006973,-26.004774,13.508578
0,MESH:D020244,-28.442755,-4.654493
0,MESH:D007414,-22.387888,-2.153966
0,MESH:D029593,-21.299814,11.266973
0,MESH:D009422,-27.661163,1.7955649
0,MESH:D020258,-25.482767,12.460084
0,MESH:D012640,-30.088501,0.10660342
0,MESH:D013226,-23.929398,0.44256932
0,MESH:D014277,-16.808674,4.7597504
0,MESH:D008223,-25.27684,2.339244
0,MESH:D008228,-17.835207,-26.322618
0,MESH:C562839,-20.808352,6.9065075
0,MESH:D009101,-16.047377,3.8550134
0,MESH:D011225,0.20148619,16.722729
0,MESH:D029424,-34.995506,1.901678
0,MESH:D011656,-16.41287,10.319759
0,MESH:D012878,-22.222586,12.507182
0,MESH:D058186,-22.100403,-5.903429
0,MESH:D018268,-24.481934,2.736237
0,MESH:D001172,-27.163273,7.2328315
0,MESH:D001281,-39.898026,-16.668833
0,MESH:D002318,-15.109573,10.719867
0,MESH:D004938,-21.930279,-3.524665
0,MESH:D006330,-26.202969,6.550046
0,MESH:D019337,-15.047941,6.310579
0,MESH:D007676,-24.675907,-2.5427942
0,MESH:D007680,-28.82219,15.728574
0,MESH:D002189,-27.382673,-11.211869
0,MESH:D001523,3.423758,21.203142
0,MESH:D009503,-26.126833,-2.338397
0,MESH:D010300,36.457294,24.010674
0,MESH:D010302,-23.707859,42.714123
0,MESH:D010523,-22.021175,4.1060104
0,MESH:D016649,-17.07884,4.990115
0,MESH:D013927,-1.7346249,17.784065
0,MESH:D000505,-3.3472023,18.182133
0,MESH:D013734,-17.786657,-22.85213
0,MESH:D001254,-26.189508,9.964821
0,MESH:D001321,-16.827099,31.6386
0,MESH:D018567,-28.451744,13.714711
0,MESH:D016640,-26.455622,17.499039
0,MESH:D005832,-14.978588,7.817833
0,MESH:D007248,-25.369932,13.44496
0,MESH:D007938,-20.665422,-0.5948786
0,MESH:D050197,-21.55271,13.374735
0,MESH:D020520,-25.038246,-5.697345
0,MESH:D001932,-18.8069,-10.941622
0,MESH:D003092,2.3181632,31.133698
0,MESH:D003711,-19.393644,7.2673955
0,MESH:D003920,-18.030464,-9.65809
0,MESH:D003930,20.335377,-32.257923
0,MESH:D018149,0.5926756,18.607832
0,MESH:D006331,-21.883629,-4.575422
0,MESH:D006333,-29.41745,6.524615
0,MESH:D015658,-19.354242,6.3169723
0,MESH:D024821,-28.444412,4.6233935
0,MESH:D019636,-28.856962,4.8424597
0,MESH:D009765,-5.8079557,15.887041
0,MESH:D011014,-20.507708,9.716242
0,MESH:D012164,-20.808367,-11.730149
0,MESH:D012595,-1.6426702,-22.946386
0,MESH:D000544,-20.92491,4.193741
0,MESH:D056735,-23.449465,-9.676918
0,MESH:D002545,-5.616552,7.265314
0,MESH:D002114,-2.1214175,22.537193
0,MESH:D003093,-26.312912,4.9623313
0,MESH:D003456,-6.404605,-14.219425
0,MESH:D017449,-30.249485,-6.136233
0,MESH:D003877,-21.656956,-13.246448
0,MESH:D003925,1.4492183,17.123245
0,MESH:D003929,-21.119818,2.7348044
0,MESH:D008545,-17.573425,-5.1443343
0,MESH:D009203,-18.736586,2.8494256
0,MESH:D012163,-23.231298,3.0031397
0,MESH:D011125,-21.13826,-6.5428863
0,MESH:D001249,19.604544,-29.217709
0,MESH:D044584,-30.802977,18.14616
0,MESH:D021441,-27.83214,1.8854437
0,MESH:D002292,15.655888,12.32358
0,MESH:D009202,-22.018784,-6.8483214
0,MESH:D015209,-26.301603,1.0879569
0,MESH:D016510,-31.988485,-0.21186052
0,MESH:D003876,-27.980093,6.20374
0,MESH:D004833,-21.254288,9.533863
0,MESH:D018316,-27.970446,6.1726665
0,MESH:D006258,-23.720474,4.309651
0,MESH:D018325,-24.506014,-36.036472
0,MESH:D006975,-6.2825704,26.259823
0,MESH:D006976,-25.245672,2.3681002
0,MESH:D054990,-24.381744,1.7010494
0,MESH:D008607,-25.490442,-0.2390841
0,MESH:D007859,-26.122665,-2.3816783
0,MESH:D007951,2.5529132,24.46867
0,MESH:D015473,-18.264965,3.8513958
0,MESH:D008103,-1.3027598,21.004202
0,MESH:D008105,1.309166,28.910664
0,MESH:D008171,-8.7340975,-8.889098
0,MESH:D008268,-21.099678,10.608974
0,MESH:D008269,-4.927499,12.488881
0,MESH:D008579,16.345953,22.473
0,MESH:D008661,-11.176008,-15.660696
0,MESH:D008831,-31.662016,7.398188
0,MESH:D009133,-20.235651,7.031827
0,MESH:D010003,-27.835735,21.481852
0,MESH:D010009,-20.505833,5.6077986
0,MESH:D011507,-31.675486,7.393981
0,MESH:D016715,-12.332581,-3.707476
0,MESH:D011565,-20.401426,0.24942064
0,MESH:D011605,-31.61008,9.286029
0,MESH:D012170,25.740623,16.631979
0,MESH:D012208,-27.081902,16.185753
0,MESH:D012559,-18.49165,-5.059111
0,MESH:D012751,-13.245356,-9.884062
0,MESH:D013276,15.962381,27.341082
0,MESH:D013964,-29.78279,14.7965765
0,MESH:D014571,-11.954205,2.8843057
0,MESH:D000067877,-18.215878,-9.290572
0,MESH:D001606,-23.036467,7.0325327
0,MESH:D002341,-25.668875,13.292965
0,MESH:D003328,-18.089663,9.067847
0,MESH:D008288,-22.461502,15.214404
0,MESH:D013915,-22.400862,13.659944
0,MESH:D013920,-18.69129,-11.476199
0,MESH:D013921,-15.201619,6.6289964
0,MESH:D013922,-29.1657,10.266013
0,MESH:D000140,1.1685748,24.999773
0,MESH:D000236,-0.71825844,22.946608
0,MESH:D000542,-18.733746,-22.288849
0,MESH:D000690,44.40463,-14.995504
0,MESH:D000740,-13.602629,1.9884725
0,MESH:D000743,-25.213615,-6.9215484
0,MESH:D000756,-20.735374,-1.7053012
0,MESH:D017544,-0.16620305,17.299099
0,MESH:D001018,34.88629,-0.0016165682
0,MESH:D015535,-15.875295,10.186276
0,MESH:D001195,14.730324,23.514544
0,MESH:D001238,-19.595415,13.219535
0,MESH:D001778,-21.447412,1.4961207
0,MESH:D001929,-29.368444,11.668643
0,MESH:D001982,11.479715,29.245821
0,MESH:D018270,-11.911731,5.528237
0,MESH:D002311,-15.659129,-1.4253521
0,MESH:D002340,-11.586181,5.645823
0,MESH:C538280,-23.260382,1.8765637
0,MESH:D002493,-22.819225,-7.1874886
0,MESH:D018281,-14.092561,1.7674099
0,MESH:D002779,-28.071291,16.03301
0,MESH:D003323,-27.863577,6.9926105
0,MESH:D003872,-12.938971,7.779452
0,MESH:D004381,-27.733429,2.7602842
0,MESH:D020345,-32.10223,12.923299
0,MESH:D004941,7.3298464,12.302867
0,MESH:D000075222,-4.5460305,24.739748
0,MESH:D055577,-10.282453,8.348851
0,MESH:D018589,-25.205734,11.891773
