label,name,c1,c2
0,MESH:D054198,-3.5086172,28.02042
0,MESH:D000230,4.7803893,46.919456
0,MESH:D002051,8.173258,24.498476
0,MESH:D002277,-21.834494,21.917393
0,MESH:D006528,-0.92473745,28.415964
0,MESH:D002289,5.3887334,34.32194
0,MESH:D002971,1.2963282,14.809887
0,MESH:D002972,26.148602,-9.150441
0,MESH:D003110,3.2339146,21.241554
0,MESH:D015179,-24.875141,-8.392404
0,MESH:D016889,7.4994287,29.43159
0,MESH:D005909,-35.934345,6.0088468
0,MESH:D006394,27.186066,-5.3778176
0,MESH:D015470,5.5820436,32.211
0,MESH:D008113,-0.36080635,22.792711
0,MESH:D008175,5.803928,33.999023
0,MESH:D016403,6.134725,28.051989
0,MESH:D008527,-0.54888,32.401928
0,MESH:D009190,9.86413,31.8222
0,MESH:D009369,7.4247546,34.04986
0,MESH:D009447,-12.517138,27.293934
0,MESH:D017599,16.837217,-7.1526012
0,MESH:D012516,4.459935,33.72599
0,MESH:D010051,6.8005786,28.40681
0,MESH:D010190,1.0101789,30.935453
0,MESH:D010673,-7.248978,31.619177
0,MESH:D011471,6.2526383,7.072066
0,MESH:D013274,1.6306478,24.093393
0,MESH:D001749,29.185234,5.5195594
0,MESH:D002583,-18.402132,17.596539
0,MESH:D009396,17.2999,-22.351004
0,MESH:D019969,-0.6245235,26.152733
0,MESH:D001008,17.99906,-7.3015733
0,MESH:D001506,8.636576,32.733593
0,MESH:D001927,5.8667107,29.950123
0,MESH:D001943,4.396295,23.209854
0,MESH:D001651,5.7789674,28.312798
0,MESH:D019970,-7.4912744,14.395215
0,MESH:D003924,7.30565,18.888596
0,MESH:D004715,7.725257,32.422005
0,MESH:D004827,3.487757,27.627758
0,MESH:D020936,11.739564,31.753103
0,MESH:D006973,4.440833,28.069433
0,MESH:D020244,18.45185,-9.3905945
0,MESH:D007414,7.3263626,29.484241
0,MESH:D029593,6.95777,30.331663
0,MESH:D009422,-7.354873,31.110271
0,MESH:D020258,-31.958672,6.360465
0,MESH:D012640,-16.419954,16.822021
0,MESH:D013226,4.39304,20.698828
0,MESH:D014277,11.719997,31.774752
0,MESH:D008223,27.12753,-9.952532
0,MESH:D008228,9.592121,25.355606
0,MESH:C562839,6.96701,34.963867
0,MESH:D009101,6.5572095,23.079811
0,MESH:D011225,-18.285273,-1.3034647
0,MESH:D029424,-11.631838,-21.427578
0,MESH:D011656,10.96388,26.824623
0,MESH:D012878,-34.771763,4.1165195
0,MESH:D058186,6.5850687,28.846933
0,MESH:D018268,8.744746,26.687874
0,MESH:D001172,8.251043,25.767973
0,MESH:D001281,13.495562,24.484827
0,MESH:D002318,-23.396341,13.615243
0,MESH:D004938,-27.823385,-9.468663
0,MESH:D006330,23.542788,5.462935
0,MESH:D019337,5.197002,1.7814769
0,MESH:D007676,3.8573937,26.509096
0,MESH:D007680,-3.2475817,11.232969
0,MESH:D002189,-19.92592,1.7429382
0,MESH:D001523,10.290402,32.728203
0,MESH:D009503,4.703031,24.53002
0,MESH:D010300,6.2211924,25.841228
0,MESH:D010302,-3.99211,22.546387
0,MESH:D010523,9.495314,28.776651
0,MESH:D016649,5.413088,25.942066
0,MESH:D013927,-28.237215,2.870153
0,MESH:D000505,22.707333,2.791411
0,MESH:D013734,17.66899,27.03395
0,MESH:D001254,-5.319548,-6.8291826
0,MESH:D001321,22.905289,27.519218
0,MESH:D018567,-31.488022,11.972562
0,MESH:D016640,5.221753,19.936337
0,MESH:D005832,-20.780558,20.553692
0,MESH:D007248,0.24615599,24.94242
0,MESH:D007938,31.681614,1.2036924
0,MESH:D050197,-29.069498,5.974561
0,MESH:D020520,3.4343114,35.732033
0,MESH:D001932,-5.5316753,25.612362
0,MESH:D003092,0.81106603,25.644596
0,MESH:D003711,-12.220273,24.22686
0,MESH:D003920,-13.244623,19.392136
0,MESH:D003930,8.291295,29.489119
0,MESH:D018149,4.1919694,28.016571
0,MESH:D006331,8.427198,26.087254
0,MESH:D006333,34.621986,-4.8582854
0,MESH:D015658,19.236784,-5.780622
0,MESH:D024821,-18.039495,22.55684
0,MESH:D019636,13.878317,30.743649
0,MESH:D009765,4.7655406,20.78448
0,MESH:D011014,-4.589772,26.494703
0,MESH:D012164,2.8611593,21.854326
0,MESH:D012595,7.6696477,32.475296
0,MESH:D000544,5.114172,9.982447
0,MESH:D056735,8.17873,29.799871
0,MESH:D002545,11.318951,-0.22688934
0,MESH:D002114,6.5497866,23.028326
0,MESH:D003093,2.5169535,16.818104
0,MESH:D003456,-1.5510061,7.455166
0,MESH:D017449,8.312849,13.708466
0,MESH:D003877,13.669937,30.692257
0,MESH:D003925,2.6613555,33.15868
0,MESH:D003929,6.637164,21.50893
0,MESH:D008545,8.593241,26.86518
0,MESH:D009203,-33.63543,-7.5019774
0,MESH:D012163,7.8483357,26.138414
0,MESH:D011125,2.5496433,28.763617
0,MESH:D001249,12.367193,27.814657
0,MESH:D044584,4.7626286,24.159187
0,MESH:D021441,4.4265466,15.147387
0,MESH:D002292,12.831611,23.410992
0,MESH:D009202,11.450178,25.153925
0,MESH:D015209,-3.1041148,25.836172
0,MESH:D016510,11.413366,30.321743
0,MESH:D003876,5.760324,23.849874
0,MESH:D004833,9.87935,29.277987
0,MESH:D018316,-26.710077,21.970657
0,MESH:D006258,-3.0807903,25.864988
0,MESH:D018325,8.059528,29.283308
0,MESH:D006975,8.102912,31.077787
0,MESH:D006976,-16.258978,-17.711557
0,MESH:D054990,29.539906,23.175386
0,MESH:D008607,-14.97116,23.164076
0,MESH:D007859,-11.434218,31.100843
0,MESH:D007951,-6.107508,29.122562
0,MESH:D015473,6.6329565,4.7136784
